[1776]:HP(7972),HA(9861),HM(10216),LM(13393),LP(15082),LA(16272)
[1623]:HP(7313),HA(9018),HM(9317),LM(11843),LP(12312),LA(12866)
[778]:HP(3329),HA(4112),HM(4277),LM(5220),LP(5660),LA(6042)
[1163]:HP(5158),HA(6333),HM(6521),LP(7805),LM(7956),LA(10187)
[1824]:HP(8268),HA(10158),HM(10513),LM(14446),LP(15283),LA(16373)
[109]:HP(384),HA(493),HM(518),LM(524),LP(628),LA(630)
[693]:HP(2924),HA(3656),HM(3754),LM(4433),LP(4803),LA(5027)
[428]:HP(1731),HA(2149),HM(2243),LM(2564),LP(3277),LA(3338)
[687]:HP(2903),HA(3609),HM(3705),LM(4638),LP(4886),LA(5482)
[1383]:HP(6116),HA(7575),HM(7833),LM(10515),LP(10725),LA(12028)
[1857]:HP(8466),HA(10323),HM(10688),LM(14069),LP(14705),LA(15258)
[728]:HP(3074),HA(3837),HM(3967),LM(4876),LA(5093),LP(5209)
[1783]:HP(7946),HA(9917),HM(10281),LM(15252),LP(15496),LA(16257)
[1095]:HP(4762),HA(5922),HM(6123),LP(7204),LM(7881),LA(9738)
[1165]:HP(5171),HA(6306),HM(6514),LM(8835),LP(9209),LA(9317)
[1552]:HP(6920),HA(8513),HM(8915),LM(11961),LP(12886),LA(14442)
[1553]:HP(3105),HA(5689),HM(6209),LM(11133),LA(12276),LP(1209785)
[1845]:HP(8354),HA(10301),HM(10636),LM(13734),LP(14916),LA(16669)
[1237]:HP(5477),HA(6751),HM(6978),LM(8796),LP(8899),LA(9900)
[1802]:HP(3604),HA(6603),HM(7205),LM(12357),LA(15326),LP(1628105)
[578]:HP(2422),HA(3042),HM(3127),LP(3597),LM(3685),LA(4406)
[101]:HP(368),HA(464),HM(476),LP(495),LM(541),LA(635)
[74]:HP(147),HA(267),HM(293),LM(347),LA(449),LP(2921)
[329]:HP(1320),HA(1663),HM(1683),LP(1799),LM(1831),LA(2178)
[1057]:HP(4595),HA(5709),HM(5869),LM(6481),LP(8714),LA(9317)
[244]:HP(929),HA(1207),HM(1238),LP(1346),LM(1348),LA(1554)
[250]:HP(961),HA(1202),HM(1272),LM(1430),LP(1430),LA(1648)
[373]:HP(1502),HA(1880),HM(1949),LP(2288),LA(2436),LM(2496)
[1969]:HP(3938),HA(7254),HM(7872),LM(13086),LA(17768),LP(1943401)
[1947]:HP(8998),HA(10983),HM(11342),LM(14576),LP(15926),LA(18134)
[1449]:HP(6429),HA(7917),HM(8233),LM(9962),LP(10717),LA(11566)
[1667]:HP(7529),HA(9326),HM(9596),LM(13092),LP(13885),LA(14239)
[1265]:HP(5552),HA(6880),HM(7074),LM(8950),LA(9932),LP(9995)
[348]:HP(1379),HA(1745),HM(1795),LP(1967),LM(2035),LA(2365)
[452]:HP(1863),HA(2324),HM(2424),LM(2715),LP(3026),LA(3411)
[1554]:HP(7033),HA(8631),HM(8813),LM(12053),LA(12820),LP(13220)
[1436]:HP(6365),HA(7901),HM(8125),LP(11189),LM(11456),LA(12549)
[1670]:HP(7582),HA(9285),HM(9544),LM(12728),LP(13613),LA(13982)
[112]:HP(405),LP(517),HA(522),HM(539),LM(552),LA(675)
[1825]:HP(8362),HA(10202),HM(10552),LM(13581),LP(15496),LA(15861)
[444]:HP(1808),HA(2261),HM(2344),LP(2691),LM(2798),LA(3261)
[1629]:HP(7325),HA(9009),HM(9319),LP(11504),LM(11935),LA(15953)
[1237]:HP(5487),HA(6770),HM(6994),LM(9216),LP(9423),LA(9748)
[242]:HP(483),HA(880),HM(965),LM(1256),LA(1617),LP(29885)
[1843]:HP(8359),HA(10251),HM(10533),LM(12566),LP(16081),LA(16750)
[56]:HP(185),HA(246),LM(252),HM(257),LP(287),LA(324)
[925]:HP(4048),HA(4945),HM(5136),LP(6507),LM(6731),LA(7247)
[1948]:HP(8959),HA(10886),HM(11276),LM(14124),LP(14933),LA(19080)
[1146]:HP(4985),HA(6188),HM(6456),LP(8475),LM(9336),LA(10749)
[1076]:HP(4693),HA(5838),HM(6033),LA(7783),LM(7824),LP(8699)
[1763]:HP(7931),HA(9810),HM(10151),LM(13600),LP(13877),LA(14242)
[1912]:HP(3824),HA(6999),HM(7645),LM(12846),LA(18444),LP(1832650)
[245]:HP(950),HA(1172),HM(1230),LM(1467),LA(1705),LP(1813)
[103]:HP(380),HA(462),LM(466),HM(492),LP(556),LA(622)
[771]:HP(3241),HA(4065),HM(4167),LM(5087),LA(5625),LP(6576)
[606]:HP(2538),HA(3198),HM(3261),LM(4016),LP(4062),LA(4386)
[1760]:HP(7977),HA(9850),HM(10195),LP(13214),LM(13499),LA(15691)
[1357]:HP(6052),HA(7476),HM(7680),LM(8856),LP(10092),LA(11702)
[485]:HP(969),HA(1792),HM(1937),LM(2757),LA(3440),LP(118823)
[654]:HP(2757),HA(3407),HM(3499),LM(3942),LP(4532),LA(6251)
[279]:HP(1098),HA(1359),HM(1414),LM(1589),LP(1837),LA(1862)
[804]:HP(3445),HA(4251),HM(4425),LM(5507),LP(5915),LA(6372)
[443]:HP(885),HA(1627),HM(1769),LM(2614),LA(3203),LP(99230)
[209]:HP(781),HA(1011),HM(1044),LM(1230),LP(1337),LA(1416)
[1834]:HP(8392),HA(10208),HM(10511),LP(13959),LM(14006),LA(16002)
[297]:HP(1188),HA(1479),HM(1538),LM(1622),LP(1803),LA(1830)
[1080]:HP(2160),HA(3962),HM(4317),LM(6788),LA(8747),LP(585898)
[792]:HP(3363),HA(4166),HM(4358),LP(4988),LM(5331),LA(6249)
[871]:HP(3771),HA(4719),HM(4835),LP(5557),LM(5950),LA(6925)
[957]:HP(4127),HA(5186),HM(5287),LM(6452),LP(6618),LA(8144)
[1089]:HP(4767),HA(5919),HM(6077),LM(7424),LP(7729),LA(8475)
[942]:HP(4020),HA(5027),HM(5200),LM(6476),LP(7048),LA(7082)
[719]:HP(2983),HA(3818),HM(3941),LA(4989),LM(5018),LP(5380)
.
.
.
[1019]:HP(4498),HA(5468),HM(5709),LP(7125),LM(7222),LA(7837)
[590]:HP(2472),HA(3083),HM(3188),LM(3878),LP(3901),LA(4531)
[485]:HP(969),HA(1773),HM(1937),LM(2757),LA(3366),LP(118823)
[1477]:HP(6566),HA(8074),HM(8360),LM(9844),LP(12327),LA(13463)
[214]:HP(811),HA(1027),HM(1062),LM(1096),LP(1186),LA(1338)
[911]:HP(3950),HA(4835),HM(5039),LM(6526),LP(7058),LA(7154)
[1713]:HP(7721),HA(9506),HM(9887),LM(13097),LA(14101),LP(14461)
[1690]:HP(7636),HA(9377),HM(9662),LP(12776),LM(12779),LA(14689)
[961]:HP(4114),HA(5129),HM(5359),LM(6186),LA(7145),LP(7528)
[1001]:HP(4353),HA(5339),HM(5539),LM(7640),LP(8285),LA(10313)
[48]:HP(152),LM(188),HA(211),HM(213),LP(220),LA(305)
[278]:HP(1083),HA(1377),LP(1393),HM(1423),LM(1485),LA(2054)
[1838]:HP(3675),HA(6768),HM(7349),LM(12539),LA(17817),LP(1693715)
[1369]:HP(6022),HA(7535),HM(7756),LP(10300),LM(10537),LA(11104)
[624]:HP(2610),HA(3259),HM(3370),LM(4160),LP(5044),LA(5067)
[680]:HP(2810),HA(3606),HM(3659),LM(4490),LP(5060),LA(5691)
[53]:HP(173),LM(218),HA(225),HM(245),LA(298),LP(314)
[1918]:HP(8727),HA(10685),HM(11139),LM(14006),LP(14656),LA(19071)
[509]:HP(2104),HA(2652),HM(2725),LM(2997),LP(3170),LA(3607)
[153]:HP(574),HA(713),HM(749),LP(806),LM(879),LA(904)
[145]:HP(532),HA(686),LP(712),HM(718),LM(777),LA(1054)
[1616]:HP(7281),HA(8918),HM(9251),LM(12300),LP(12340),LA(13809)
[1512]:HP(6717),HA(8253),HM(8592),LM(10022),LP(10495),LA(11910)
[574]:HP(2422),HA(2964),HM(3072),LM(3790),LP(4211),LA(4649)
[1313]:HP(5809),HA(7165),HM(7415),LM(8583),LP(8863),LA(10642)
[700]:HP(2953),HA(3643),HM(3801),LM(4724),LP(5185),LA(5487)
[1341]:HP(5938),HA(7271),HM(7594),LM(8815),LP(10012),LA(11991)
[1306]:HP(5820),HA(7154),HM(7329),LM(8688),LP(10115),LA(12189)
[1849]:HP(3700),HA(6770),HM(7391),LM(12606),LA(15799),LP(1714021)
[1616]:HP(7367),HA(8993),HM(9234),LM(12164),LP(12479),LA(13185)
[1397]:HP(6220),HA(7730),HM(7984),LM(9623),LP(10935),LA(12399)
[1800]:HP(8209),HA(9899),HM(10357),LM(12915),LP(13520),LA(17224)
[1779]:HP(8050),HA(9838),HM(10217),LP(12880),LM(13221),LA(14567)
[894]:HP(3847),HA(4762),HM(4938),LM(5909),LP(6095),LA(7181)
[520]:HP(2127),HA(2667),HM(2752),LM(3272),LP(3597),LA(4381)
[1474]:HP(6628),HA(8108),HM(8394),LM(9655),LP(10385),LA(11524)
[1805]:HP(8221),HA(10038),HM(10380),LM(12801),LP(14055),LA(14437)
[654]:HP(2746),HA(3437),HM(3529),LM(4207),LA(5017),LP(5151)
[79]:HP(281),HA(356),HM(372),LA(381),LM(412),LP(421)
[1383]:HP(2765),HA(5072),HM(5529),LM(9722),LA(11091),LP(959800)
[1946]:HP(8828),HA(10943),HM(11201),LM(14723),LA(17480),LP(18218)
[125]:HP(456),HA(575),HM(600),LP(644),LM(660),LA(713)
[1370]:HP(6136),HA(7451),HM(7699),LM(9766),LP(11177),LA(12637)
[1791]:HP(8152),HA(10050),HM(10369),LM(13027),LP(14574),LA(14814)
[1754]:HP(8007),HA(9771),HM(10111),LM(12013),LA(17159),LP(17553)
[1296]:HP(5710),HA(7108),HM(7324),LM(9370),LP(10011),LA(11122)
[1230]:HP(5424),HA(6679),HM(6895),LM(8292),LP(9530),LA(10244)
[1040]:HP(4558),HA(5597),HM(5844),LM(6886),LP(7385),LA(7633)
[1644]:HP(7389),HA(9038),HM(9486),LM(12605),LP(13118),LA(14584)
[1505]:HP(6738),HA(8226),HM(8583),LM(10041),LP(13481),LA(15429)
[492]:HP(2015),HA(2525),HM(2587),LP(3042),LM(3382),LA(4121)
[124]:HP(457),HA(589),HM(594),LM(641),LA(667),LP(750)
[671]:HP(2812),HA(3502),HM(3622),LM(4288),LP(4475),LA(4969)
[234]:HP(902),HA(1117),HM(1159),LP(1443),LM(1544),LA(1704)
[1609]:HP(7361),HA(9008),HM(9208),LM(11570),LP(12874),LA(12960)
[678]:HP(2860),HA(3561),HM(3670),LP(4213),LM(5151),LA(5205)
[924]:HP(4008),HA(4987),HM(5131),LM(6365),LP(6864),LA(7443)
[351]:HP(1426),HA(1773),HM(1815),LM(2081),LP(2383),LA(2544)
[828]:HP(3481),HA(4408),HM(4543),LM(5816),LA(6419),LP(7093)
[1172]:HP(5127),HA(6336),HM(6547),LP(8027),LM(8177),LA(9926)
[487]:HP(1973),HA(2504),HM(2548),LM(2819),LP(3077),LA(3194)
[1313]:HP(5741),HA(7123),HM(7442),LM(9715),LP(9957),LA(11431)
[1992]:HP(3983),HA(7336),HM(7965),LM(13159),LA(17762),LP(1989010)
[1012]:HP(4393),HA(5382),HM(5610),LM(6729),LA(7585),LP(7814)
[1416]:HP(6241),HA(7760),HM(7937),LM(10501),LP(11097),LA(12225)
[1644]:HP(7373),HA(9104),HM(9438),LM(12259),LP(12639),LA(12764)
[99]:HP(345),LM(443),HA(454),HM(475),LP(518),LA(650)
[56]:HP(193),LM(234),HA(256),HM(257),LP(284),LA(323)
[409]:HP(817),HA(1506),HM(1633),LM(2491),LA(2690),LP(84661)
[740]:HP(3141),HA(3908),HM(4051),LM(5113),LP(5393),LA(5860)
[1926]:HP(8711),HA(10652),HM(11095),LM(13782),LP(14033),LA(16983)
[432]:HP(863),HA(1574),HM(1725),LM(2579),LA(3683),LP(94390)
[759]:HP(3232),HA(3991),HM(4127),LP(4810),LM(5202),LA(6042)
[768]:HP(3255),HA(4064),HM(4217),LM(4994),LA(5593),LP(5611)
[1556]:HP(6945),HA(8521),HM(8873),LM(10933),LP(11261),LA(12682)
[1588]:HP(7092),HA(8758),HM(9082),LM(11090),LP(12272),LA(13622)
[1812]:HP(8184),HA(10136),HM(10455),LM(13678),LP(15277),LA(16318)
[118]:HP(430),HA(551),LM(554),HM(564),LP(650),LA(737)
[1407]:HP(6295),HA(7645),HM(7993),LM(9769),LP(11897),LA(12192)
[1199]:HP(5287),HA(6512),HM(6642),LP(8287),LM(8719),LA(10556)
[314]:HP(1225),HA(1557),HM(1599),LM(1963),LA(2152),LP(2280)
[444]:HP(887),HA(1633),HM(1773),LM(2617),LA(3254),LP(99676)
[1557]:HP(7048),HA(8625),HM(8919),LM(11364),LP(12504),LA(13226)
[1510]:HP(6787),HA(8281),HM(8537),LM(10763),LP(11141),LA(13519)
[569]:HP(2349),HA(2939),HM(3065),LM(3731),LP(4255),LA(4594)
[969]:HP(4180),HA(5193),HM(5390),LM(6607),LP(7865),LA(8279)
[1991]:HP(9010),HA(11158),HM(11599),LM(15117),LP(15900),LA(17961)
[1678]:HP(7590),HA(9261),HM(9675),LP(11961),LM(12278),LA(15004)
[962]:HP(4167),HA(5150),HM(5325),LM(6594),LP(6938),LA(9506)
[894]:HP(3881),HA(4768),HM(4940),LM(6099),LA(6414),LP(6661)
[1303]:HP(5750),HA(7073),HM(7309),LP(9668),LM(9706),LA(11003)
[1544]:HP(7011),HA(8562),HM(8817),LM(11276),LA(11685),LP(11775)
[736]:HP(3131),HA(3864),HM(4015),LM(4883),LP(5074),LA(5849)
[1874]:HP(8544),HA(10432),HM(10811),LP(13452),LM(13917),LA(15232)
[104]:HP(384),HA(472),LM(483),LP(494),HM(507),LA(589)
[1448]:HP(6504),HA(7919),HM(8180),LM(10228),LA(11606),LP(12918)
[1488]:HP(6549),HA(8243),HM(8466),LM(11263),LP(11854),LA(12279)
[1510]:HP(6715),HA(8274),HM(8628),LM(10897),LP(10986),LA(13396)
[1426]:HP(6439),HA(7871),HM(8080),LM(10845),LP(10985),LA(11991)
[1777]:HP(7955),HA(9798),HM(10235),LP(13082),LM(13140),LA(14717)
[1423]:HP(6411),HA(7826),HM(8090),LM(9191),LA(11316),LP(13168)
[1012]:HP(4372),HA(5451),HM(5607),LM(7355),LP(8205),LA(8399)
[829]:HP(3525),HA(4423),HM(4537),LP(5530),LM(5733),LA(6178)
[802]:HP(3397),HA(4270),HM(4406),LM(4945),LA(5883),LP(5999)
[964]:HP(4141),HA(5141),HM(5349),LM(6605),LP(6795),LA(7500)
[1072]:HP(4699),HA(5765),HM(5997),LM(7341),LP(7707),LA(8810)
[1268]:HP(2535),HA(4670),HM(5069),LM(8619),LA(10218),LP(807080)
[291]:HP(1139),HA(1441),HM(1491),LM(1700),LP(1910),LA(2066)
[1971]:HP(8995),HA(10963),HM(11433),LM(14908),LA(16014),LP(16408)
[405]:HP(1615),HA(2053),HM(2106),LM(2248),LP(2509),LA(2690)
[1255]:HP(5538),HA(6879),HM(7077),LM(8339),LP(9881),LA(10783)
[1490]:HP(6732),HA(8277),HM(8502),LM(10407),LP(11853),LA(12714)
[1769]:HP(8046),HA(9809),HM(10080),LM(13852),LP(15176),LA(16791)
[1762]:HP(7918),HA(9812),HM(10151),LM(13697),LP(15272),LA(15468)
[1878]:HP(8530),HA(10426),HM(10901),LM(14137),LA(15033),LP(16853)
[1264]:HP(5620),HA(6893),HM(7079),LM(8197),LA(9826),LP(10501)
[950]:HP(4111),HA(5088),HM(5254),LM(5897),LP(6380),LA(6872)
[1552]:HP(3104),HA(5696),HM(6205),LM(11126),LA(15707),LP(1208230)
[1340]:HP(5873),HA(7380),HM(7514),LM(10204),LP(11122),LA(11167)
[1979]:HP(9061),HA(11069),HM(11393),LM(14806),LA(17085),LP(19479)
[1537]:HP(6879),HA(8441),HM(8753),LM(10378),LA(11790),LP(13627)
[998]:HP(1995),HA(3679),HM(3989),LM(6088),LA(8752),LP(500495)
[1299]:HP(5810),HA(7139),HM(7358),LP(8857),LM(9116),LA(10853)
[46]:HP(153),LM(191),HA(201),HM(203),LP(214),LA(224)
[1266]:HP(5632),HA(6864),HM(7126),LP(8687),LM(9275),LA(10654)
[943]:HP(4042),HA(5067),HM(5230),LP(6385),LM(6662),LA(7528)
[1977]:HP(9106),HA(11077),HM(11475),LP(14147),LA(16681),LM(16993)
[1113]:HP(4854),HA(5977),HM(6178),LM(6735),LP(8507),LA(9344)
